0,suspicious_char_path,len_path,top_tld,suspicious_word_domain,num_special_char_domain,https_protocol,num_slash,num_dots,url_length,is_threat_threat
,0.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,True
,0.0,26.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,False
,0.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,True
,0.0,95.0,0.0,0.0,0.0,0.0,6.0,2.0,117.0,False
,0.0,70.0,0.0,0.0,0.0,0.0,2.0,1.0,70.0,False
,0.0,27.0,0.0,0.0,0.0,0.0,1.0,2.0,27.0,False
,0.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,False
,0.0,45.0,0.0,0.0,0.0,0.0,2.0,2.0,45.0,False
,0.0,27.0,0.0,0.0,0.0,0.0,1.0,3.0,57.0,True
,0.0,45.0,0.0,0.0,0.0,0.0,2.0,4.0,45.0,True
,0.0,49.0,0.0,0.0,0.0,0.0,3.0,4.0,49.0,True
,0.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,False
,1.0,71.0,0.0,0.0,0.0,0.0,3.0,3.0,196.0,False
,0.0,35.0,0.0,0.0,0.0,0.0,2.0,2.0,35.0,False
,0.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,False
,0.0,33.0,0.0,0.0,0.0,0.0,3.0,1.0,33.0,True
